Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_26_27,VPWR,li1,18.1700,84.3200,1.800000
FILLER_26_15,VPWR,li1,15.1800,84.3200,1.800000
FILLER_26_3,VPWR,li1,9.6600,84.3200,1.800000
FILLER_25_181,VPWR,li1,89.0100,78.8800,1.800000
FILLER_25_169,VPWR,li1,86.0200,78.8800,1.800000
FILLER_25_167,VPWR,li1,82.5700,78.8800,1.800000
FILLER_25_161,VPWR,li1,80.9600,78.8800,1.800000
FILLER_25_149,VPWR,li1,76.8200,78.8800,1.800000
FILLER_25_137,VPWR,li1,71.3000,78.8800,1.800000
FILLER_25_125,VPWR,li1,65.7800,78.8800,1.800000
FILLER_25_113,VPWR,li1,60.2600,78.8800,1.800000
FILLER_25_111,VPWR,li1,56.8100,78.8800,1.800000
FILLER_25_105,VPWR,li1,55.2000,78.8800,1.800000
FILLER_25_93,VPWR,li1,51.0600,78.8800,1.800000
FILLER_25_81,VPWR,li1,45.5400,78.8800,1.800000
FILLER_25_69,VPWR,li1,40.0200,78.8800,1.800000
FILLER_25_57,VPWR,li1,34.5000,78.8800,1.800000
FILLER_25_55,VPWR,li1,31.0500,78.8800,1.800000
FILLER_25_51,VPWR,li1,29.9000,78.8800,1.800000
FILLER_25_39,VPWR,li1,26.2200,78.8800,1.800000
FILLER_25_27,VPWR,li1,20.7000,78.8800,1.800000
FILLER_25_15,VPWR,li1,15.1800,78.8800,1.800000
FILLER_25_3,VPWR,li1,9.6600,78.8800,1.800000
FILLER_24_181,VPWR,li1,89.0100,78.8800,1.800000
FILLER_24_177,VPWR,li1,87.8600,78.8800,1.800000
FILLER_24_165,VPWR,li1,84.1800,78.8800,1.800000
FILLER_24_153,VPWR,li1,78.6600,78.8800,1.800000
FILLER_24_141,VPWR,li1,73.1400,78.8800,1.800000
FILLER_24_139,VPWR,li1,69.6900,78.8800,1.800000
FILLER_24_133,VPWR,li1,68.0800,78.8800,1.800000
FILLER_24_121,VPWR,li1,63.9400,78.8800,1.800000
FILLER_24_109,VPWR,li1,58.4200,78.8800,1.800000
FILLER_24_97,VPWR,li1,52.9000,78.8800,1.800000
FILLER_24_85,VPWR,li1,47.3800,78.8800,1.800000
FILLER_24_83,VPWR,li1,43.9300,78.8800,1.800000
FILLER_24_77,VPWR,li1,42.3200,78.8800,1.800000
FILLER_24_65,VPWR,li1,38.1800,78.8800,1.800000
FILLER_24_53,VPWR,li1,32.6600,78.8800,1.800000
FILLER_24_41,VPWR,li1,27.1400,78.8800,1.800000
FILLER_24_29,VPWR,li1,21.6200,78.8800,1.800000
FILLER_24_27,VPWR,li1,18.1700,78.8800,1.800000
FILLER_24_15,VPWR,li1,15.1800,78.8800,1.800000
FILLER_24_3,VPWR,li1,9.6600,78.8800,1.800000
FILLER_23_181,VPWR,li1,89.0100,73.4400,1.799969
FILLER_23_169,VPWR,li1,86.0200,73.4400,1.799969
FILLER_23_167,VPWR,li1,82.5700,73.4400,1.799969
FILLER_23_161,VPWR,li1,80.9600,73.4400,1.799969
FILLER_23_149,VPWR,li1,76.8200,73.4400,1.799969
FILLER_23_137,VPWR,li1,71.3000,73.4400,1.799969
FILLER_23_125,VPWR,li1,65.7800,73.4400,1.799969
FILLER_23_113,VPWR,li1,60.2600,73.4400,1.799969
FILLER_23_111,VPWR,li1,56.8100,73.4400,1.799969
FILLER_23_105,VPWR,li1,55.2000,73.4400,1.799969
FILLER_23_93,VPWR,li1,51.0600,73.4400,1.799971
FILLER_23_81,VPWR,li1,45.5400,73.4400,1.799976
FILLER_23_69,VPWR,li1,40.0200,73.4400,1.799979
FILLER_23_57,VPWR,li1,34.5000,73.4400,1.799983
FILLER_23_55,VPWR,li1,31.0500,73.4400,1.799985
FILLER_23_51,VPWR,li1,29.9000,73.4400,1.799987
FILLER_23_39,VPWR,li1,26.2200,73.4400,1.799989
FILLER_23_27,VPWR,li1,20.7000,73.4400,1.799993
FILLER_23_15,VPWR,li1,15.1800,73.4400,1.799993
FILLER_23_3,VPWR,li1,9.6600,73.4400,1.799993
FILLER_22_177,VPWR,li1,87.1700,73.4400,1.799969
FILLER_22_165,VPWR,li1,84.1800,73.4400,1.799969
FILLER_22_151,VPWR,li1,76.3600,73.4400,1.799969
FILLER_22_147,VPWR,li1,73.3700,73.4400,1.799969
FILLER_22_141,VPWR,li1,71.7600,73.4400,1.799969
FILLER_22_136,VPWR,li1,69.0000,73.4400,1.799969
FILLER_22_124,VPWR,li1,65.3200,73.4400,1.799969
FILLER_22_112,VPWR,li1,59.8000,73.4400,1.799969
FILLER_22_93,VPWR,li1,48.9900,73.4400,1.799972
FILLER_22_85,VPWR,li1,46.4600,73.4400,1.799974
FILLER_22_83,VPWR,li1,43.9300,73.4400,1.799976
FILLER_22_71,VPWR,li1,40.9400,73.4400,1.799979
FILLER_22_59,VPWR,li1,35.4200,73.4400,1.799983
FILLER_22_49,VPWR,li1,28.5200,73.4400,1.799987
FILLER_22_41,VPWR,li1,26.2200,73.4400,1.799989
FILLER_22_29,VPWR,li1,21.6200,73.4400,1.799993
FILLER_22_27,VPWR,li1,18.1700,73.4400,1.799993
FILLER_22_19,VPWR,li1,16.1000,73.4400,1.799993
FILLER_22_7,VPWR,li1,11.5000,73.4400,1.799993
FILLER_21_177,VPWR,li1,87.1700,68.0000,1.799833
FILLER_21_169,VPWR,li1,85.1000,68.0000,1.799833
FILLER_21_165,VPWR,li1,82.1100,68.0000,1.799833
FILLER_21_129,VPWR,li1,65.7800,68.0000,1.799847
FILLER_21_109,VPWR,li1,56.3500,68.0000,1.799862
FILLER_21_101,VPWR,li1,53.8200,68.0000,1.799867
FILLER_21_64,VPWR,li1,35.8800,68.0000,1.799917
FILLER_21_38,VPWR,li1,23.4600,68.0000,1.799953
FILLER_21_30,VPWR,li1,21.1600,68.0000,1.799962
FILLER_21_18,VPWR,li1,16.5600,68.0000,1.799961
FILLER_21_6,VPWR,li1,11.0400,68.0000,1.799961
FILLER_20_172,VPWR,li1,85.1000,68.0000,1.799833
FILLER_20_164,VPWR,li1,82.8000,68.0000,1.799833
FILLER_20_152,VPWR,li1,78.2000,68.0000,1.799833
FILLER_20_141,VPWR,li1,71.3000,68.0000,1.799839
FILLER_20_139,VPWR,li1,69.6900,68.0000,1.799842
FILLER_20_122,VPWR,li1,64.4000,68.0000,1.799847
FILLER_20_111,VPWR,li1,57.2700,68.0000,1.799862
FILLER_20_103,VPWR,li1,54.7400,68.0000,1.799867
FILLER_20_97,VPWR,li1,50.3700,68.0000,1.799875
FILLER_20_83,VPWR,li1,43.9300,68.0000,1.799894
FILLER_20_77,VPWR,li1,42.3200,68.0000,1.799894
FILLER_20_65,VPWR,li1,38.1800,68.0000,1.799905
FILLER_20_53,VPWR,li1,31.7400,68.0000,1.799925
FILLER_20_41,VPWR,li1,27.1400,68.0000,1.799939
FILLER_20_29,VPWR,li1,21.6200,68.0000,1.799962
FILLER_20_27,VPWR,li1,18.1700,68.0000,1.799962
FILLER_20_19,VPWR,li1,16.1000,68.0000,1.799961
FILLER_20_7,VPWR,li1,11.5000,68.0000,1.799961
FILLER_19_180,VPWR,li1,88.7800,62.5600,1.799947
FILLER_19_169,VPWR,li1,83.9500,62.5600,1.799947
FILLER_19_166,VPWR,li1,82.3400,62.5600,1.799948
FILLER_19_156,VPWR,li1,77.9700,62.5600,1.799950
FILLER_19_144,VPWR,li1,74.5200,62.5600,1.799953
FILLER_19_132,VPWR,li1,69.0000,62.5600,1.799957
FILLER_19_124,VPWR,li1,63.2500,62.5600,1.799961
FILLER_19_116,VPWR,li1,60.7200,62.5600,1.799963
FILLER_19_109,VPWR,li1,56.3500,62.5600,1.799966
FILLER_19_102,VPWR,li1,53.1300,62.5600,1.799968
FILLER_19_94,VPWR,li1,50.6000,62.5600,1.799970
FILLER_19_86,VPWR,li1,45.7700,62.5600,1.799974
FILLER_19_78,VPWR,li1,43.2400,62.5600,1.799975
FILLER_19_67,VPWR,li1,36.5700,62.5600,1.799981
FILLER_19_55,VPWR,li1,31.0500,62.5600,1.799984
FILLER_19_43,VPWR,li1,28.0600,62.5600,1.799987
FILLER_19_31,VPWR,li1,22.5400,62.5600,1.799991
FILLER_19_19,VPWR,li1,17.0200,62.5600,1.799993
FILLER_19_7,VPWR,li1,11.5000,62.5600,1.799993
FILLER_18_180,VPWR,li1,88.7800,62.5600,1.799947
FILLER_18_163,VPWR,li1,80.7300,62.5600,1.799948
FILLER_18_155,VPWR,li1,78.6600,62.5600,1.799950
FILLER_18_139,VPWR,li1,69.6900,62.5600,1.799957
FILLER_18_133,VPWR,li1,68.0800,62.5600,1.799957
FILLER_18_120,VPWR,li1,62.5600,62.5600,1.799961
FILLER_18_103,VPWR,li1,54.7400,62.5600,1.799968
FILLER_18_91,VPWR,li1,50.1400,62.5600,1.799970
FILLER_18_85,VPWR,li1,44.8500,62.5600,1.799975
FILLER_18_83,VPWR,li1,43.9300,62.5600,1.799975
FILLER_18_71,VPWR,li1,40.9400,62.5600,1.799977
FILLER_18_64,VPWR,li1,35.6500,62.5600,1.799981
FILLER_18_38,VPWR,li1,24.8400,62.5600,1.799989
FILLER_18_29,VPWR,li1,20.2400,62.5600,1.799993
FILLER_18_27,VPWR,li1,18.1700,62.5600,1.799993
FILLER_18_15,VPWR,li1,15.1800,62.5600,1.799993
FILLER_18_3,VPWR,li1,9.6600,62.5600,1.799993
FILLER_17_181,VPWR,li1,89.0100,57.1200,1.799936
FILLER_17_175,VPWR,li1,87.4000,57.1200,1.799936
FILLER_17_146,VPWR,li1,72.9100,57.1200,1.799947
FILLER_17_142,VPWR,li1,71.7600,57.1200,1.799947
FILLER_17_130,VPWR,li1,68.0800,57.1200,1.799950
FILLER_17_123,VPWR,li1,63.0200,57.1200,1.799953
FILLER_17_106,VPWR,li1,55.6600,57.1200,1.799959
FILLER_17_97,VPWR,li1,50.8300,57.1200,1.799963
FILLER_17_86,VPWR,li1,45.3100,57.1200,1.799967
FILLER_17_76,VPWR,li1,40.9400,57.1200,1.799970
FILLER_17_64,VPWR,li1,37.7200,57.1200,1.799973
FILLER_17_55,VPWR,li1,31.0500,57.1200,1.799979
FILLER_17_49,VPWR,li1,29.4400,57.1200,1.799979
FILLER_17_43,VPWR,li1,25.5300,57.1200,1.799982
FILLER_17_19,VPWR,li1,16.1000,57.1200,1.799985
FILLER_17_7,VPWR,li1,11.5000,57.1200,1.799985
FILLER_16_165,VPWR,li1,81.6500,57.1200,1.799940
FILLER_16_161,VPWR,li1,80.5000,57.1200,1.799940
FILLER_16_153,VPWR,li1,76.3600,57.1200,1.799943
FILLER_16_145,VPWR,li1,72.4500,57.1200,1.799947
FILLER_16_141,VPWR,li1,71.3000,57.1200,1.799947
FILLER_16_138,VPWR,li1,69.4600,57.1200,1.799948
FILLER_16_130,VPWR,li1,67.1600,57.1200,1.799950
FILLER_16_123,VPWR,li1,62.3300,57.1200,1.799955
FILLER_16_118,VPWR,li1,60.0300,57.1200,1.799956
FILLER_16_114,VPWR,li1,58.8800,57.1200,1.799956
FILLER_16_108,VPWR,li1,55.6600,57.1200,1.799959
FILLER_16_100,VPWR,li1,53.3600,57.1200,1.799961
FILLER_16_85,VPWR,li1,44.8500,57.1200,1.799967
FILLER_16_78,VPWR,li1,42.7800,57.1200,1.799969
FILLER_16_66,VPWR,li1,38.6400,57.1200,1.799973
FILLER_16_59,VPWR,li1,33.3500,57.1200,1.799976
FILLER_16_51,VPWR,li1,30.8200,57.1200,1.799979
FILLER_16_44,VPWR,li1,26.2200,57.1200,1.799982
FILLER_16_29,VPWR,li1,19.7800,57.1200,1.799985
FILLER_16_27,VPWR,li1,18.1700,57.1200,1.799985
FILLER_16_15,VPWR,li1,15.1800,57.1200,1.799985
FILLER_16_3,VPWR,li1,9.6600,57.1200,1.799985
FILLER_15_177,VPWR,li1,87.1700,51.6800,1.799632
FILLER_15_169,VPWR,li1,85.1000,51.6800,1.799632
FILLER_15_162,VPWR,li1,81.4200,51.6800,1.799634
FILLER_15_150,VPWR,li1,77.2800,51.6800,1.799636
FILLER_15_113,VPWR,li1,60.2600,51.6800,1.799684
FILLER_15_108,VPWR,li1,56.1200,51.6800,1.799704
FILLER_15_100,VPWR,li1,52.4400,51.6800,1.799725
FILLER_15_88,VPWR,li1,48.7600,51.6800,1.799750
FILLER_15_76,VPWR,li1,43.2400,51.6800,1.799791
FILLER_15_64,VPWR,li1,37.7200,51.6800,1.799826
FILLER_15_57,VPWR,li1,32.2000,51.6800,1.799862
FILLER_15_53,VPWR,li1,30.5900,51.6800,1.799862
FILLER_15_47,VPWR,li1,27.3700,51.6800,1.799882
FILLER_15_35,VPWR,li1,24.3800,51.6800,1.799901
FILLER_15_23,VPWR,li1,18.8600,51.6800,1.799913
FILLER_15_7,VPWR,li1,11.5000,51.6800,1.799906
FILLER_14_180,VPWR,li1,88.7800,51.6800,1.799632
FILLER_14_162,VPWR,li1,80.5000,51.6800,1.799634
FILLER_14_154,VPWR,li1,78.2000,51.6800,1.799636
FILLER_14_149,VPWR,li1,74.5200,51.6800,1.799638
FILLER_14_141,VPWR,li1,72.2200,51.6800,1.799640
FILLER_14_139,VPWR,li1,69.6900,51.6800,1.799643
FILLER_14_135,VPWR,li1,67.8500,51.6800,1.799644
FILLER_14_125,VPWR,li1,63.2500,51.6800,1.799673
FILLER_14_119,VPWR,li1,61.6400,51.6800,1.799673
FILLER_14_80,VPWR,li1,43.2400,51.6800,1.799791
FILLER_14_60,VPWR,li1,34.0400,51.6800,1.799841
FILLER_14_25,VPWR,li1,17.7100,51.6800,1.799913
FILLER_14_3,VPWR,li1,7.3600,51.6800,1.799905
FILLER_13_177,VPWR,li1,87.1700,46.2400,1.799816
FILLER_13_169,VPWR,li1,85.1000,46.2400,1.799816
FILLER_13_136,VPWR,li1,69.4600,46.2400,1.799826
FILLER_13_119,VPWR,li1,60.4900,46.2400,1.799832
FILLER_13_113,VPWR,li1,58.8800,46.2400,1.799835
FILLER_13_97,VPWR,li1,50.8300,46.2400,1.799840
FILLER_13_80,VPWR,li1,45.0800,46.2400,1.799845
FILLER_13_54,VPWR,li1,30.8200,46.2400,1.799890
FILLER_13_48,VPWR,li1,27.8300,46.2400,1.799901
FILLER_13_36,VPWR,li1,24.8400,46.2400,1.799915
FILLER_13_3,VPWR,li1,7.8200,46.2400,1.799937
FILLER_12_177,VPWR,li1,87.1700,46.2400,1.799816
FILLER_12_160,VPWR,li1,79.3500,46.2400,1.799819
FILLER_12_154,VPWR,li1,77.7400,46.2400,1.799819
FILLER_12_145,VPWR,li1,72.4500,46.2400,1.799824
FILLER_12_141,VPWR,li1,71.3000,46.2400,1.799824
FILLER_12_137,VPWR,li1,69.2300,46.2400,1.799826
FILLER_12_129,VPWR,li1,66.7000,46.2400,1.799827
FILLER_12_120,VPWR,li1,61.1800,46.2400,1.799832
FILLER_12_108,VPWR,li1,57.9600,46.2400,1.799835
FILLER_12_99,VPWR,li1,51.2900,46.2400,1.799840
FILLER_12_95,VPWR,li1,50.1400,46.2400,1.799840
FILLER_12_85,VPWR,li1,46.0000,46.2400,1.799843
FILLER_12_83,VPWR,li1,43.9300,46.2400,1.799845
FILLER_12_72,VPWR,li1,39.5600,46.2400,1.799849
FILLER_12_60,VPWR,li1,35.8800,46.2400,1.799852
FILLER_12_47,VPWR,li1,27.3700,46.2400,1.799901
FILLER_12_41,VPWR,li1,25.7600,46.2400,1.799915
FILLER_12_29,VPWR,li1,21.6200,46.2400,1.799939
FILLER_12_27,VPWR,li1,18.1700,46.2400,1.799939
FILLER_12_15,VPWR,li1,15.1800,46.2400,1.799938
FILLER_12_3,VPWR,li1,9.6600,46.2400,1.799937
FILLER_11_177,VPWR,li1,87.1700,40.8000,1.799704
FILLER_11_169,VPWR,li1,85.1000,40.8000,1.799704
FILLER_11_165,VPWR,li1,82.1100,40.8000,1.799704
FILLER_11_153,VPWR,li1,78.6600,40.8000,1.799704
FILLER_11_139,VPWR,li1,69.9200,40.8000,1.799710
FILLER_11_131,VPWR,li1,67.6200,40.8000,1.799712
FILLER_11_119,VPWR,li1,63.0200,40.8000,1.799716
FILLER_11_113,VPWR,li1,57.7300,40.8000,1.799720
FILLER_11_111,VPWR,li1,56.8100,40.8000,1.799721
FILLER_11_106,VPWR,li1,54.7400,40.8000,1.799723
FILLER_11_84,VPWR,li1,44.6200,40.8000,1.799750
FILLER_11_76,VPWR,li1,42.3200,40.8000,1.799763
FILLER_11_65,VPWR,li1,36.1100,40.8000,1.799805
FILLER_11_57,VPWR,li1,33.5800,40.8000,1.799823
FILLER_11_55,VPWR,li1,31.0500,40.8000,1.799852
FILLER_11_49,VPWR,li1,29.4400,40.8000,1.799852
FILLER_11_37,VPWR,li1,25.3000,40.8000,1.799884
FILLER_11_25,VPWR,li1,19.7800,40.8000,1.799908
FILLER_11_13,VPWR,li1,14.2600,40.8000,1.799902
FILLER_11_3,VPWR,li1,7.3600,40.8000,1.799899
FILLER_10_178,VPWR,li1,88.3200,40.8000,1.799704
FILLER_10_141,VPWR,li1,71.3000,40.8000,1.799710
FILLER_10_132,VPWR,li1,68.0800,40.8000,1.799712
FILLER_10_126,VPWR,li1,63.7100,40.8000,1.799716
FILLER_10_119,VPWR,li1,60.4900,40.8000,1.799717
FILLER_10_113,VPWR,li1,58.8800,40.8000,1.799720
FILLER_10_85,VPWR,li1,44.8500,40.8000,1.799750
FILLER_10_82,VPWR,li1,43.7000,40.8000,1.799763
FILLER_10_63,VPWR,li1,35.1900,40.8000,1.799823
FILLER_9_181,VPWR,li1,89.0100,35.3600,1.799673
FILLER_9_169,VPWR,li1,86.0200,35.3600,1.799673
FILLER_9_167,VPWR,li1,82.5700,35.3600,1.799673
FILLER_9_161,VPWR,li1,80.9600,35.3600,1.799673
FILLER_9_119,VPWR,li1,60.7200,35.3600,1.799710
FILLER_9_104,VPWR,li1,55.2000,35.3600,1.799735
FILLER_9_99,VPWR,li1,51.2900,35.3600,1.799764
FILLER_9_93,VPWR,li1,48.5300,35.3600,1.799774
FILLER_9_87,VPWR,li1,46.9200,35.3600,1.799786
FILLER_9_75,VPWR,li1,42.7800,35.3600,1.799811
FILLER_9_69,VPWR,li1,37.4900,35.3600,1.799836
FILLER_9_57,VPWR,li1,34.5000,35.3600,1.799848
FILLER_9_53,VPWR,li1,30.5900,35.3600,1.799879
FILLER_9_49,VPWR,li1,28.2900,35.3600,1.799892
FILLER_9_30,VPWR,li1,20.0100,35.3600,1.799927
FILLER_8_181,VPWR,li1,89.0100,35.3600,1.799673
FILLER_8_177,VPWR,li1,87.8600,35.3600,1.799673
FILLER_8_165,VPWR,li1,84.1800,35.3600,1.799673
FILLER_8_153,VPWR,li1,78.6600,35.3600,1.799673
FILLER_8_141,VPWR,li1,73.1400,35.3600,1.799673
FILLER_8_137,VPWR,li1,69.2300,35.3600,1.799676
FILLER_8_129,VPWR,li1,66.7000,35.3600,1.799678
FILLER_8_117,VPWR,li1,59.8000,35.3600,1.799710
FILLER_8_112,VPWR,li1,57.2700,35.3600,1.799724
FILLER_8_106,VPWR,li1,55.6600,35.3600,1.799735
FILLER_8_101,VPWR,li1,52.4400,35.3600,1.799750
FILLER_8_95,VPWR,li1,49.9100,35.3600,1.799764
FILLER_8_91,VPWR,li1,47.6100,35.3600,1.799786
FILLER_8_85,VPWR,li1,46.0000,35.3600,1.799786
FILLER_8_82,VPWR,li1,43.7000,35.3600,1.799798
FILLER_8_74,VPWR,li1,41.4000,35.3600,1.799811
FILLER_8_62,VPWR,li1,36.8000,35.3600,1.799836
FILLER_8_53,VPWR,li1,30.5900,35.3600,1.799879
FILLER_8_41,VPWR,li1,27.1400,35.3600,1.799892
FILLER_8_34,VPWR,li1,21.3900,35.3600,1.799927
FILLER_8_26,VPWR,li1,17.9400,35.3600,1.799926
FILLER_8_18,VPWR,li1,15.6400,35.3600,1.799926
FILLER_8_3,VPWR,li1,7.8200,35.3600,1.799925
FILLER_7_181,VPWR,li1,89.0100,29.9200,1.799772
FILLER_7_169,VPWR,li1,86.0200,29.9200,1.799772
FILLER_7_167,VPWR,li1,82.5700,29.9200,1.799772
FILLER_7_161,VPWR,li1,80.9600,29.9200,1.799772
FILLER_7_149,VPWR,li1,76.8200,29.9200,1.799772
FILLER_7_137,VPWR,li1,71.3000,29.9200,1.799772
FILLER_7_125,VPWR,li1,65.7800,29.9200,1.799772
FILLER_7_113,VPWR,li1,60.2600,29.9200,1.799776
FILLER_7_109,VPWR,li1,56.3500,29.9200,1.799778
FILLER_7_88,VPWR,li1,46.2300,29.9200,1.799788
FILLER_7_77,VPWR,li1,41.1700,29.9200,1.799796
FILLER_7_50,VPWR,li1,29.9000,29.9200,1.799843
FILLER_7_38,VPWR,li1,25.7600,29.9200,1.799872
FILLER_7_26,VPWR,li1,20.2400,29.9200,1.799915
FILLER_7_3,VPWR,li1,7.3600,29.9200,1.799908
FILLER_6_181,VPWR,li1,89.0100,29.9200,1.799772
FILLER_6_177,VPWR,li1,87.8600,29.9200,1.799772
FILLER_6_165,VPWR,li1,84.1800,29.9200,1.799772
FILLER_6_153,VPWR,li1,78.6600,29.9200,1.799772
FILLER_6_141,VPWR,li1,73.1400,29.9200,1.799772
FILLER_6_137,VPWR,li1,69.2300,29.9200,1.799772
FILLER_6_109,VPWR,li1,56.5800,29.9200,1.799778
FILLER_6_85,VPWR,li1,45.0800,29.9200,1.799792
